Country,State,Year,As On Date,Figures Type,Additional Info,Total Police Expenditure Of Current Year (UOM:INR(IndianRupees)),Total Police Expenditure Increase Or Decrease Over Previous Year (UOM:INR(IndianRupees)),Total Police Training Expenditure Of Current Year (UOM:INR(IndianRupees)),Total Police Training Expenditure Increase Or Decrease Over Previous Year (UOM:INR(IndianRupees)),Percentage Of Total Police Training Expenditure To Total Police Expenditure (%) (UOM:%(Percentage))
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,6997.47,,109,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,7829.44,831.97,92.24,-16.76,1.18
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,7829.44,,92.24,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,7128.71,-700.73,70.77,-21.47,0.99
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,7128.71,,70.77,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,8541.86,1413.15,86.75,15.98,1.02
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,8541.86,,86.75,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,8917.25,375.39,135.35,48.6,1.52
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,8917.25,,135.35,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,10387.16,1469.91,144.99,9.64,1.4
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,10387.16,,144.99,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,13785,3397.84,130.43,-1.5,0.95
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,13856.71,,130.43,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,15086.61,1229.9,126.09,-4.34,2.06
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,15086.61,,126.09,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,17650.05,2563.44,158.53,32.44,0.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,17650.05,,158.53,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,21230.22,3580.17,101,-57.53,0.48
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,21230.83,,161,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,20205.51,-1025.32,157.65,-3.35,0.78
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,20505.51,,157.65,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,23834.81,3329.3,169.13,11.48,0.71
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,25214.27,,171.03,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,24890.3,-323.97,183.83,12.8,0.74
India,Uttarakhand,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,441.41,,3,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,554.51,113.1,2.79,-0.21,0.5
India,Uttarakhand,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,554.51,,2.79,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,610.19,55.68,1.51,-1.28,0.25
India,Uttarakhand,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,610.19,,1.51,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,649.47,39.28,4.37,2.86,0.67
India,Uttarakhand,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,649.47,,4.37,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,637.1,-12.37,10,5.63,1.57
India,Uttarakhand,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,637.1,,10,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,742.04,104.94,0.45,-9.55,0.06
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,742.04,,0.45,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,955.14,213.1,1.36,0.91,0.14
India,Uttarakhand,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,955.14,,1.36,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,878.84,-76.3,10.23,8.87,1.16
India,Uttarakhand,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,878.84,,10.23,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,1010.31,131.47,8.73,5.28,0.86
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,1360.37,,10.57,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,1618.34,257.97,12.09,1.52,2.06
India,Uttarakhand,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,1618.34,,12.09,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,1658.47,40.13,1.86,-10.23,0.11
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,1658.47,,1.86,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,1449.77,-208.7,10.36,8.5,0.71
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,1755.63,,12.51,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,1494.85,-260.78,10.73,-1.78,0.72
India,Uttarakhand,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,1494.85,,10.73,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,1986.95,492.1,13.2,2.47,0.66
India,Uttarakhand,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,2133.53,,16.47,,
India,Uttarakhand,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,532.29,-1601.24,16.47,,3.09
India,West Bengal,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,1176.02,,5.53,,
India,West Bengal,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,1765.8,589.78,7.98,2.45,0.45
India,West Bengal,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,1765.8,,7.98,,
India,West Bengal,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,2126.43,360.63,10.83,2.85,0.51
India,West Bengal,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,2126.43,,10.83,,
India,West Bengal,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,2296.55,170.12,11.14,0.31,0.49
India,West Bengal,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,2296.55,,11.14,,
India,West Bengal,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,2562.2,265.65,12.25,1.11,0.48
India,West Bengal,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,2562.2,,12.25,,
India,West Bengal,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,2824.48,262.28,16.43,4.18,0.58
India,West Bengal,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,2824.48,,16.43,,
India,West Bengal,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,3085.88,261.4,0.6,-15.83,0.02
India,West Bengal,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,3085.88,,0.6,,
India,West Bengal,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,3707.58,621.7,1.96,1.36,0.05
India,West Bengal,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,3707.58,,1.96,,
India,West Bengal,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,5469.48,1761.9,7.24,-0.48,0.13
India,West Bengal,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,5323.68,,9.71,,
India,West Bengal,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,5384.77,61.09,8.51,-1.2,2.06
India,West Bengal,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,5325.86,,7.93,,
India,West Bengal,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,6121.56,795.7,20.57,12.64,0.34
India,West Bengal,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,6149.11,,20.56,,
India,West Bengal,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,7197.58,1048.47,9.61,-10.95,0.13
India,West Bengal,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,9167.03,,27.91,,
India,West Bengal,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,11023.87,1856.84,32.02,4.11,0.29
India,West Bengal,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,11023.87,,2.93,,
India,West Bengal,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,Data Yet to be published by Finance Deptt,11695.75,671.88,,,
India,West Bengal,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,11695.75,,1.25,,
India,West Bengal,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,11515.82,-179.93,2.93,1.68,0.03
